id;Название;Реставрация;Размер;Автор;Материал;Персоналии;Уточняющая датировка;Век;Страна;Место хранения;Иконография;Тип изображения;Фрагменты
3313;Предста Царица;False;41,1 х 34 х 2,7 см;None;Дерево, паволока, левкас, темпера;Спаситель, Богородица, Иоанн Предтеча;1550 - 1571 гг.;16;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Ростовое;None
3314;Премудрость созда Себе дом;False;None;None;Дерево, левкас, темпера;Спаситель, Богоматерь, архангелы, пророки;None;18;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Сложные композиции;Сюжетная композиция;Архангелы
3315;Премудрость созда Себе дом;True;107,5 x 58,5 см;None;Дерево, левкас, темпера;( ВИ № 277 );вторая половина;18;Россия;Тотемский краеведческий музей;Сложные композиции;Сюжетная композиция;None
3316;Премудрость созда Себе дом;False;146 x 106 см;None;Дерево, темпера;None;1548 г.;16;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Сюжетная композиция;None
3317;Преполовение Пятидесятницы;False;21,8 х 16,2 см;None;Дерево, левкас, темпера;Спаситель, Богородица, Иосиф Обручник;третья четверть;16;Греция;Афон, монастырь Пантократор;Страстной и Пасхальный циклы;Сюжетная композиция;None
3318;Притча о богатом и Лазаре;False;63,5 x 155,5 см;None;Дерево, темпера;Праведный Лазарь;середина;18;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Сюжетная композиция;Лазарь и слуга
3319;Притча о хромце и слепце;False;64 х 45,5 см;None;Дерево, паволока, левкас, темпера;Спаситель, ангелы;None;16;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Сюжетная композиция;Спаситель и ангелы
3320;Притча об исходе души праведной и души грешной;True;160,2 х 65,0 см;None;Дерево, темпера;Ангелы;около 1721 г.;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция;None
3321;Причащение преподобной Марии Египетской;False;44 х 25,5;None;Дерево, темпера;Преподобный Зосима, преподобная Мария Египетская;третья четверть;17;Греция;Афон, монастырь Пантократор;Сложные композиции;Ростовое;None
3322;Происхождение Честных Древ Креста Господня;False;None;Истома Савин;Дерево, левкас, темпера;Спаситель, Богоматерь, ангелы, Иоанн Предтеча;начало;17;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Сюжетная композиция;None
3323;Происхождение Честных Древ Креста Господня;False;62 x 49 см;None;Дерево, темпера;Спаситель, Богоматерь, ангел, Иоанн Предтеча;конец;18;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Сложные композиции;Сюжетная композиция;None
3324;Происхождение Честных Древ Креста Господня;False;68 x 97 см;None;Дерево, темпера;Спаситель, Богоматерь, ангелы, Иоанн Предтеча;третья четверть;17;Россия;Частное собрание;Сложные композиции;Сюжетная композиция;Ангел (Происхождение Честных Древ Креста Господня)
3325;Происхождение Честных Древ Креста Господня;False;108 x 87 см;None;Дерево, левкас, темпера;Спаситель, Богоматерь, ангелы, Иоанн Предтеча;1515 г.;16;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция;None
3326;Происхождение Честных Древ Креста Господня, Распятие;True;93,3 х 60 см, 93,3 x 68,2 см;None;Дерево, темпера;Спаситель, Богоматерь, Иоанн Предтеча, Иоанн Богослов, Лонгин сотник, святители, ангел;1652 г.;17;Россия;Храм Воскресения на Дебре в Костроме;Сложные композиции;Сюжетная композиция;None
3327;Проповедь Христа в синагоге;True;61 х 49 см;None;Дерево, левкас, темпера;Спаситель, иудеи, преп. Симеон Столпник, мученица Марфа;конец;17;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Сложные композиции;Сюжетная композиция;Книжники, Фарисеи
3328;"Рама иконы ""Богоматерь Казанская""";True;105 х 78 см;None;Дерево, левкас, темпера;Спаситель, Богоматерь, праведная Анна, праведный Иоаким, архангел Гавриил, ангелы, пророки;последняя четверть;17;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Сложные композиции;Поясное с клеймами;"Благовещение, Богоматерь ""Неопалимая Купина"", О Тебе радуется, Собор Богоматери"
3330;Рама к иконе святителя Власия Севастийского с клеймами жития;False;173 x 111 см;None;Дерево, темпера;Власий Севастийский, святитель;Конец;17;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция с клеймами;None
3332;"Рама со сказанием о ""Феодоровской"" иконе Богоматери";True;122,0 х 85,0 см - внешний размер;None;Дерево, темпера;Спаситель, Богоматерь;конец;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция с клеймами;Первый пожар в церкви Феодора Стратилата
3334;Реликварий;False;43,5 х 35 см;None;Дерево, левкас, темпера;Спаситель, архангел Михаил, ахрхангел Гавриил, свв. целители Пантелеимон и Ермолай, Косма и Дамиан, св. князь Роман, св. князь (не определен);конец;17;Греция;None;Сложные композиции;Многофигурное;None
3338;Сень Царских врат;False;None;None;Дерево, левкас, темпера;Святая Троица, Спаситель, ангелы, апостолы, мученики;None;16;Россия;Сольвычегодский историко-художественный музей;Сложные композиции;Сюжетная композиция;None
3339;Сень Царских врат;True;183,5 x 41,5 см;None;Дерево, левкас, темпера;Апостолы;вторая половина;16;Россия;Частное собрание В.А. Бондаренко;Сложные композиции;Сюжетная композиция;None
3340;Сень Царских врат;False;None;None;Дерево, левкас, темпера;Спаситель, ангелы, апостолы;None;16;Россия;Частное собрание М.А. Лихачева;Сложные композиции;Сюжетная композиция;None
3341;Символ Веры;True;130,5 x 77,0 см;None;Дерево, темпера;Спаситель;1668 - 1669 гг.;17;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Сюжетная композиция с клеймами;И воскресшаго в третий день по Писанием
3343;Символ Веры;True;214,0 х 179,0 см;None;Дерево, темпера;Спаситель;конец;17;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Сложные композиции;Сюжетная композиция с клеймами;None
3344;Сотворение человека;False;None;None;Дерево, левкас, темпера;Саваоф, Адам, Ева, Авель, Каин;None;17;Россия;Переславль-Залесский государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция с клеймами;Изгнание из рая, Сотворение человека
3345;"София Премудрость Божия, ""Отечество"" и избранные святые";False;49,5 x 51 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, мученик Христофор;конец;16;Россия;Вологодская областная картинная галерея;Сложные композиции;Многофигурное;Христофор мученик
3346;София Премудрость Божия;False;32,7 x 27,5 см;None;Дерево, левкас, темпера;Спаситель, Богородица, Иоанн Предтеча, ангелы;None;16;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Многофигурное;None
3347;София Премудрость Божия;False;None;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, Иоанн Предтеча;Первая половина;19;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Многофигурное;None
3348;София Премудрость Божия;False;202 х 154;None;Дерево, темпера;"Иисус ХристосБогоматерь в типе ""Воплощение""Иоанн Предтеча";последняя четверть;15;Россия;Софийский собор, Новгород;Сложные композиции;Многофигурное;Богоматерь Воплощение, Спаситель, София Премудрость Божия
3349;София Премудрость Божия;True;66 x 53 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, Иоанн Предтеча;1660 г.;17;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Многофигурное;None
3350;София Премудрость Божия;False;31,3 х 27,6 х 3,4;None;Дерево, темпера;Спаситель, Богородица, ангелы, Иоанн Предтеча;конец;17;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Многофигурное;None
3351;София Премудрость Божия;True;31,5 х 25,5 см;None;Дерево, левкас, темпера;Спаситель, Богородица, Иоанн Предтеча, ангелы;вторая половина;17;Россия;Пермская государственная художественная галерея;Сложные композиции;Многофигурное;None
3352;София Премудрость Божия;True;31 х 25,5 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, Иоанн Предтеча;начало;18;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Сложные композиции;Многофигурное;Спаситель и ангелы
3354;Спас Нерукотворный, Не рыдай Мене Мати;True;140 х 118 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, Иоанн Богослов, апостолы;1570 - 1580 гг.;16;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Сложные композиции;Многофигурное;Спаситель (Спас Нерукотворный), Богородица, Гавриил Архангел, Михаил архангел
3355;Беседа Спасителя с самарянкой;False;21,8 х 16,2 см;None;Дерево, левкас, темпера;Спаситель, апостолы, самарянка;третья четверть;16;Греция;Афон, монастырь Пантократор;Сложные композиции;Сюжетная композиция;None
3357;Спаситель, апостол Петр, апостол Павел, мученик Трифон;False;29 х 24 см;None;Дерево, левкас, темпера;Спаситель, апостол Петр, апостол Павел, мученик Трифон;конец;17;Россия;Музей изобразительных искусств Республики Карелия, Петрозаводск;Сложные композиции;Многофигурное;None
3359;Сретение Владимирской иконы Богоматери в Москве;False;31,7 х 24,2 см;None;Дерево, левкас, темпера;Спаситель, Богоматерь, святитель Киприан, великий князь Василий Дмитриевич, бояре;середина;16;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Сложные композиции;Сюжетная композиция;None
3360;Сретение Владимирской иконы Богоматери в Москве;False;128 х 99 см;None;Дерево, левкас, темпера;Спаситель, Богоматерь, святитель Киприан, великий князь Василий Дмитриевич, бояре;None;17;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Сюжетная композиция;None
3362;Сретение Владимирской иконы Богоматери в Москве;True;108 х 71 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ап. Петр, свт. Петр Московский, свт. Иона Московский, преп. Сергий Радонежский, свт. Афанасий Александрийский, свт. Кирилл Александрийский, вмч. Георгий, вмч. Дмитрий Солунский, преп. Феодор Сикеот;середина;17;Россия;Сольвычегодский историко-художественный музей;Сложные композиции;Сюжетная композиция;Царь, святитель, народ
3363;Сретение Владимирской иконы Богоматери в Москве;False;128 х 99 см;None;Дерево, левкас, темпера;None;1640 - 1650 гг.;17;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Сюжетная композиция;None
3364;Створка складня с клеймами жития великомученика Никиты;True;33,6 х 13,6 см;None;Дерево, левкас, темпера;Великомученик Никита;1598 г.;16;Россия;Государственный Исторический музей, Москва;Сложные композиции;Многофигурное;None
3365;Створки киота с клеймами жития Николая Чудотворца;True;153,5 х 27,5 см, 153,5 х 28,5 см;None;Дерево, темпера;Святитель Николай Мирликийский;середина - третья четверть;16;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Сложные композиции;Многофигурное;Возвращение Агрикова сына Василия из сарацинского плена, Возвращение Агрикова сына Василия из сарацинского плена, Никола Чудотворец спасает Димитра со дна моря, Никола Чудотворец спасает Димитра со дна моря, Никола Чудотворец спасает корабль во время бури, Никола Чудотворец спасает трех друзей из морской пучины, Перенесение мощей Николая Чудотворца, Погребение Николы Чудотворца, Палач
3367;Створки складня с избранными праздниками (Благовещение, Воскресение, Богоявление, Вознесение, Вход в Иерусалим);True;63,0 х 36,0 см (в закрытом виде);None;Дерево, темпера;Богоматерь, архангел Гавриил, Спаситель, Адам, Ева, Иоанн Предтеча, Давид, Соломон, ангелы, апостолы;1670 - 1680 гг.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция;None
3368;Створки складня со сценами жития святителя Григория Армянского;False;42,5 x 13,7 см;None;Дерево, масло;None;вторая половина;17;Россия;Вятский художественный музей имени В.М. и А.М. Васнецовых;Сложные композиции;Сюжетная композиция с клеймами;None
3369;Страшный Суд;True;108 х 74 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;Первая четверть;19;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Сложные композиции;Сюжетная композиция;None
3370;Страшный Суд;False;62,2 х 45,8 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;None;12;Египет;Монастырь святой Екатерины на Синае;Сложные композиции;Сюжетная композиция;None
3372;Страшный Суд;True;158 x 135 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;вторая половина;17;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция;Грешники (Страшный Суд)
3373;Страшный Суд;True;208,8 х 172 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;конец;18;Россия;Череповецкий краеведческий музей;Сложные композиции;Сюжетная композиция с клеймами;Грешники в аду, Лоно Авраамово, Притча о милостивом блуднике и сцены адских мук
3374;Страшный Суд;True;198,5 х 152 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;до 1579 г.;16;Россия;Сольвычегодский историко-художественный музей;Сложные композиции;Сюжетная композиция;Бог Отец посылает Христа на землю, Души праведных в руке Божией, Земля и море отдают мертвецов, Небесная трапеза праведников, Суд народов
3375;Страшный Суд;False;177 x 120 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;None;16;Россия;Государственный Эрмитаж, Санкт-Петербург;Сложные композиции;Сюжетная композиция;None
3376;Страшный Суд;True;151 х 123 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;начало;17;Россия;Пермская государственная художественная галерея;Сложные композиции;Сюжетная композиция;None
3377;Страшный Суд;False;43,3 х 36,7 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;начало;17;Россия;Пермская государственная художественная галерея;Сложные композиции;Сюжетная композиция;None
3378;Страшный суд;True;221 х 180 см;None;Дерево, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;последняя четверть;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция;Страшный суд
3379;Сцены из Евангелия;False;91 х 74 см;None;Дерево, левкас, темпера;None;None;15;Греция;Музей Искусства и Истории, Женева;Сложные композиции;Сюжетная композиция;None
3380;Тихвинская (складень);True;38 х 51 ( в раскрытом виде );None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы;1671 г.;17;Россия;Сольвычегодский историко-художественный музей;Сложные композиции;Поясное;None
3381;Торжество Православия;False;39 х 31 см;None;Дерево, левкас, темпера;Ангелы, патриарх Мефодий, царица Феодора, святители, преподобные;около 1400 г.;15;Греция;Британский музей, Лондон;Сложные композиции;Многофигурное;Феодосия Константинопольская со святыми, Богоматерь (Одигитрия)
3382;Торжество Православия;True;36,4 х 31 х 1,9;None;Дерево, левкас, темпера;Патриарх Мефодий, царица Феодора, патриарх Мефодий, святитель Феодор, Феофан Исповедник, Феодор Студит, святая Феодосия, святой Иоанникий, святители, преподобные;около 1500 г.;15;Крит;Собрание Велимезиса;Сложные композиции;Многофигурное;None
3383;Три обретения главы святого Иоанна Предтечи;False;74,8 х 45,5 см;None;Дерево, левкас, темпера;Иоанн Предтеча;None;14;Греция;Афон, монастырь Великая Лавра;Сложные композиции;Сюжетная композиция;Второе обретение главы Иоанна Предтечи
3384;Три отрока в пещи огненной (оборот иконы Собор Архангелов);False;None;None;Холст, левкас, темпера;Ангел, Анания, Азария, Мисаил, Навуходоносор;конец;15;Россия;Новгородский государственный объединенный музей-заповедник;Сложные композиции;Сюжетная композиция;None
3385;Три отрока в пещи огненной;False;24 х 19 см;None;Холст, левкас, темпера;Архангел Михамл, праведные Анания, Азария, Мисаил;конец;15;Россия;Новгородский государственный объединенный музей-заповедник;Сложные композиции;Сюжетная композиция;Три отрока в пещи огненной
3387;Три отрока в пещи огненной;True;100,0 х 43,0 см;None;Дерево, темпера;Архангел Михаил, праведные Анания, Азария, Мисаил;1776 г.;18;Россия;Нерехтский краеведческий музей;Сложные композиции;Сюжетная композиция;None
3388;Три фрагмента эпистилия иконостаса;True;31,8 х 29,8 х 3,5, 30 х 27,5 х 3,8, 31,5 х 54,5 х;None;Дерево, темпера;Христос, апостолы Иаков, Лука и Симон;1627 - 1628 гг.;17;Греция;Собрание Велимезиса;Сложные композиции;Многофигурное;None
3389;Триптих (с праздниками);False;39 х 42 см;None;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, апостолы, пророк Моисей, пророк Илия, Иоанн Предтеча;начало;17;Греция;Византийский и христианский музей, Афины;Сложные композиции;Сюжетная композиция;Воскресение Христово, Успение (из Триптиха)
3390;Триптих;True;23 х 42,4 см;None;Дерево, левкас, темпера;Спаситель, Богородица, Иоанн Предтеча, вмч. Георгий, вмч. Димитрий;None;17;Балканы;Государственный Исторический музей, Москва;Сложные композиции;Многофигурное;None
3392;Триптих;False;None;None;Дерево, левкас, темпера;Спаситель, Богоматерь, ангелы, апостолы, святые;None;14;Грузия;Музей изобразительных искусств им. Шалва Амиранашвили, Тбилиси;Сложные композиции;Многофигурное;None
3393;Триптих;False;None;None;Дерево, левкас, темпера;Спаситель, Богоматерь, ангелы, святые;None;14;Грузия;Музей изобразительных искусств им. Шалва Амиранашвили, Тбилиси;Сложные композиции;Сюжетная композиция с клеймами;None
3394;Триптих;False;32,5 х 46,4 х 1,5;None;Дерево, темпера;Спаситель, Богородица, Иоанн Предтеча, святые Козма, Николай, Дамиан и Харалампий.;начало;17;Греция;Собрание Велимезиса;Сложные композиции;Многофигурное;None
3395;Триптих;False;34,5 х 19,5 х 2;None;Дерево, темпера;Богоматерь, Спаситель, вмч. Георгий, вмч. Димитрий;1754 г.;18;Греция;Собрание Велимезиса;Сложные композиции;Многофигурное;Богоматерь Неувядаемый цвет
3396;Триптих;False;35,7 х 29,2 х 1,3 (в закрытом виде);None;Дерево, темпера;Ангелы, вмч. Георгий, вмч. Димитрий;конец;18;Болгария;Мельник, Болгария;Сложные композиции;Многофигурное;None
3397;Троице-Сергиева Лавра, с праздниками и святыми;False;72,5 х 53,5 см;None;Дерево, темпера;Спаситель, Богоматерь, ангел, преподобный Сергий Радонежский, преподобный Никон Радонежский, преподобный Михей Радонежский;середина - третья четверть;18;Россия;Частное собрание;Сложные композиции;Сюжетная композиция с клеймами;Свято-Троицкая Сергиева Лавра, Петр, Алексий и Иона Московские, Не рыдай Мене, Мати
3398;Усекновение главы Иоанна Предтечи;True;22,7 х 19 см;None;Дерево, левкас, темпера;Иоанн Предтеча;None;17;Россия;Государственный Исторический музей, Москва;Сложные композиции;Сюжетная композиция;None
3399;Усекновение главы Иоанна Предтечи;True;31,5 х 28,2 см;None;Дерево, левкас, темпера;Спаситель, Иоанн Предтеча, ангел;вторая половина;17;Россия;Частное собрание Н.С. Паниткова;Сложные композиции;Сюжетная композиция;None
3400;Усекновение главы Иоанна Предтечи;True;33,5 х 42 х 2;None;Дерево, темпера;Иоанн Предтеча;вторая половина;17;Греция;Собрание Велимезиса;Сложные композиции;Сюжетная композиция;None
3402;Усекновение главы Иоанна Предтечи;False;None;None;Дерево, левкас, темпера;Иоанн Предтеча;None;17;Греция;Византийский и христианский музей, Афины;Сложные композиции;Сюжетная композиция;None
3403;Усекновение главы Иоанна Предтечи, святые воины Георгий, Димитрий, Прокопий;False;21,2 х 42,4 см;None;Дерево;Иоанн Предтеча, вмч. Георгий, вмч. Димитрий, вмч. Прокопий;вторая половина;15;Средиземноморье;Государственный Эрмитаж, Санкт-Петербург;Сложные композиции;Сюжетная композиция;None
3404;Усекновение главы апостола Иакова, распятие апостола Петра;True;44,5 х 62,5 см, 43,5 х 62,0 см;None;Дерево, темпера;Апостол Иаков Зеведеев, апостол Петр;1776 г.;18;Россия;Нерехтский краеведческий музей;Сложные композиции;Сюжетная композиция;None
3405;Успение Василия Великого;False;39,5 х 32,8 см;None;Дерево, левкас, темпера;Святитель Василий Великий, преподобный Ефрем Сирин;None;15;Египет;Монастырь святой Екатерины на Синае;Сложные композиции;Сюжетная композиция;None
3406;Успение Ефрема Сирина;False;51,5 х 69 см;None;Дерево, левкас, темпера;Преподобный Ефрем Сирин;1457 г.;15;Греция;Византийский и христианский музей, Афины;Сложные композиции;Сюжетная композиция;None
3407;Успение Ефрема Сирина;False;51,5 х 69 см;None;Дерево, левкас, темпера;Преподобный Ефрем Сирин;1457 г.;15;Греция;Византийский и христианский музей, Афины;Сложные композиции;Сюжетная композиция;Братия обители со львом, Братия обители
3408;Фаддей апостол и царь Авгар с избранными святыми (створки диптиха);False;34,5 х 25,2 см;None;Энкаустика;Спаситель, ап.Фаддей, свт.Василий Великий, преп.Ефрем Сирин, преп.Антоний Великий, преп.Павел Фивейский;None;10;Египет;Монастырь святой Екатерины на Синае;Сложные композиции;Многофигурное;None
3409;Христос и Невеста;False;22 x 28 см;None;Дерево, темпера;Спаситель;первая треть;18;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Сюжетная композиция;None
3410;Царские врата (Василий Великий и Иоанн Златоуст);True;102 х 44,5 см (левая створка), 101 х 44 см(правая;None;Дерево, темпера;Святитель Василий Великий, святитель Иоанн Златоуст;вторая четверть;16;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Сложные композиции;Ростовое;Василий Великий, Иоанн Златоуст
3411;Царские врата (левая створка);True;167,0 x 46,0 см;None;Дерево, левкас, темпера;Архангел Гавриил, Иоанн Богослов, апостол Прохор, апостол Марк;последняя четверть;16;Россия;Частное собрание В.А. Бондаренко;Сложные композиции;Многофигурное;None
3412;Царские врата (левая створка);False;113 х 36,5 см;None;Дерево, темпера;Архангел Гавриил, пророк Соломон;вторая половина;14;Македония;Галерея икон, Охрид;Сложные композиции;Многофигурное;None
3413;Царские врата (правая створка);True;146 х 33 см;None;Дерево, левкас, темпера;Богородица, святитель Василий Великий;первая половина;16;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Сложные композиции;Ростовое;Василий Великий
3414;Царские врата;True;116 х 34 см, 116 x 31см;None;Дерево, левкас, темпера;Богородица, архангел Гавриил;начало;16;Македония;Государственный музей изобразительных искусств имени А.С.Пушкина, Москва;Сложные композиции;Ростовое;None
3415;Царские врата;True;288 х 125 см;None;Дерево, левкас, темпера;Богородица, архангел Гавриил, ап. Иоанн, ап. Прохор, ап. Лука, ап. Матфей, ап. Марк;1645 г.;17;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция с клеймами;None
3416;Царские врата;True;169,5 х 98 см (правая створка - 48,4 см);None;Дерево, левкас, темпера;Богородица, архангел Гавриил, ап. Иоанн, ап. Лука, ап. Матфей, ап. Марк, ап. Иаков брат Господень, король Феофил;третья четверть;17;Россия;Частное собрание А.Д. Липницкого;Сложные композиции;Многофигурное;None
3417;Царские врата;False;109,5 х 33,2 см, 108,5 х 33,4 см;None;Дерево, левкас, темпера;Богородица, архангел Гавриил;None;14;Греция;Афон, монастырь Великая Лавра;Сложные композиции;Ростовое;None
3418;Царские врата;False;165 х 41см, 146 х 37см;None;Дерево, левкас, темпера;Богоматерь, архангел Гавриил, апостол Иоанн Богослов, апостол Петр;None;15;Греция;Храм святого Георгия, Патмос;Сложные композиции;Ростовое;None
3419;Царские врата;False;142 х 78 см;None;Дерево, левкас, темпера;Богоматерь, архангел Гавриил, пророки, святитель;None;15;Греция;Византийский и христианский музей, Афины;Сложные композиции;Многофигурное;None
3420;Царские врата;False;162 х 109 см;None;Дерево, левкас, темпера;Богоматерь, архангел Гавриил;середина;16;Македония;Музей Македонии, Скопье;Сложные композиции;Ростовое;Гавриил Архангел
3421;Царские врата;False;128 х 80 см;None;Дерево, левкас, темпера;Богоматерь, архангел Гавриил, пророк Давид, пророк Соломон, праведный Иоаким, праведная Анна;конец;16;Македония;Музей Македонии, Скопье;Сложные композиции;Ростовое;None
3422;Царские врата;False;132,7 х 65,5 см;None;Дерево, темпера;Богоматерь, архангел Гавриил;1608 г.;17;Македония;Музей Македонии, Скопье;Сложные композиции;Ростовое;None
3423;Царские врата;False;158,5 х 47 см;None;Дерево, темпера;Богоматерь, архангел Гавриил;1591 - 1592 гг.;16;Македония;Музей Македонии, Скопье;Сложные композиции;Ростовое;Гавриил Архангел
3424;Царские врата;True;None;None;Дерево, левкас, темпера;Святитель Иоанн Златоуст, святитель Василий Великий;14 - 15 вв.;14;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Ростовое;None
3425;Царские врата;True;158 х 51,5 см (левая створка), 158 х 52,5 см (пра;None;Дерево, левкас, темпера;Богородица, архангел Гавриил, ап. Иоанн, ап. Прохор, ап. Лука, ап. Матфей, ап. Марк;первая четверть;15;Балканы;Государственная Третьяковская галерея, Москва;Сложные композиции;Многофигурное;None
3426;Царские врата;True;123 х 33 см, 123 х 34,5 см;None;Дерево, левкас, темпера;Богоматерь, архангел Гавриил, святитель Василий Великий, святитель Иоанн Златоуст;первая половина - середина;16;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Сложные композиции;Многофигурное;None
3428;Царские врата;True;159,5 х 69,5 см - створки, 134 х 9,5 х 9 и 131 х 9;None;Дерево, левкас, темпера;Богородица, архангел Гавриил, ап. Иоанн, ап. Лука, ап. Матфей, ап. Марк, ап. Прохор, святитель Григорий Богослов, архидиакон Стефан, святитель Василий Великий, диакон Прохор;16 - 17 вв. ;16;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Сложные композиции;Многофигурное;Иоанн Богослов и апостол Прохор
