id;Название;Реставрация;Размер;Автор;Материал;Персоналии;Уточняющая датировка;Век;Страна;Место хранения;Иконография;Тип изображения;Фрагменты
3333;Распятие апостола Андрея Первозванного;False;37 x 31,5 (49 x 40 - с рамой );Михаил Дамаскенос;Дерево, левкас, темпера;Апостол Андрей Первозванный;вторая половина;16;Греция;Византийский и христианский музей, Афины;Сложные композиции;Сюжетная композиция;Воины, Воины
3335;Седмица;False;49,5 х 41,5 см;Дмитрий Самойлов;Дерево, темпера;Спаситель, Богоматерь, пророк Иоанн Предтеча, ангелы;1796 г.;18;Россия;Нижегородский государственный художественный музей;Сложные композиции;Многофигурное;None
3336;Седьмой Вселенский Собор;False;36 х 29,8 см;Семен Бороздин;Дерево, левкас, темпера;Святители, императрица Ирина, император Константин VI;16 - 17 вв. ;16;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Сюжетная композиция;Ирина императрица и святители (Седьмой Вселенский Собор)
3337;Седьмой Вселенский Собор;False;176 х 134 см;Симон Ушаков, Гурий Никитин с товарищами;Дерево, левкас, темпера;Спаситель, Богородица, святители;1673 г.;17;Россия;Смоленский собор Новодевичьего монастыря в Москве;Сложные композиции;Сюжетная композиция;None
3342;Символ Веры;True;133,1 х 116,8 см;Круг Гурия Никитина;Дерево, темпера;Спаситель;последняя четверть;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Сложные композиции;Сюжетная композиция с клеймами;Воскрешение мертвых в день Страшного суда, Сотворение мира
3356;Спаситель, Богоматерь, святые и праздники;False;127 х 77 см;Константинос Смирнайос;Дерево, левкас, темпера;Спаситель, Богоматерь, ангелы, святые;1729 г.;18;Греция;Византийский и христианский музей, Афины;Сложные композиции;Многофигурное;None
3358;Сретение Владимирской иконы Богоматери в Москве;False;35,7 х 29,8 см;Семен Бороздин;Дерево, левкас, темпера;Спаситель, Богоматерь, святитель Киприан, святители, бояре;16 - 17 вв. ;16;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Сюжетная композиция;Священники с Владимирской иконой Богоматери, народ
3361;Сретение Владимирской иконы Богоматери в Москве;True;135,5 х 127 см;Михаил и Димитрий Белозерцы;Дерево, левкас, темпера;Спаситель, Богородица, святители;1689 - 1690 гг.;17;Россия;Устюженский краеведческий музей;Сложные композиции;Сюжетная композиция;Святители (Сретение Владимирской иконы Богоматери в Москве), Перенесение Владимирской иконы Богоматери из Контантинополя в Киев
3366;"Створки складня с ""Казанской"" иконой Божией Матери";True;64,8 х 82,0 х 11,0 см;Круг Гурия Никитина;Дерево, темпера, кожа, металл;Спаситель, Богоматерь, ангелы, благоверный князь Феодор Ярославский, святитель Леонтий Ростовский, благоверный князь Давид Ярославский, благоверный князь Василий Ростовский, благоверный князь Константин Ярославский, благоверный князь Константин Ростовский;конец;17;Россия;Государственный Исторический музей, Москва;Сложные композиции;Сюжетная композиция с клеймами;"Сказание о ""Феодоровской"" иконе Богоматери, Троица Ветхозаветная, Успение"
3371;Страшный Суд;True;54,0 х 42,5 см;Уланов Кирилл Иванов;Дерево, темпера;Спаситель, Богоматерь, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;1706 г.;18;Россия;Дом-музей П. Д. Корина (Государственная Третьяковская галерея);Сложные композиции;Сюжетная композиция;Страшный суд
3386;Три отрока в пещи огненной;False;35,8 х 31,5 см;Емельян Москвитин;Дерево, левкас, темпера;Архангел Михаил, Анания, Азария, Мисаил, царь Навуходоносор, воины;начало;17;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Сюжетная композиция;Ангел (Три отрока в пещи огненной)
3391;Триптих;False;25 х 43,5 см;Николаос Цафорис или Андреас Рицос;Дерево, левкас, темпера;Спаситель, Богородица, ап. Петр, ап. Павел, диакон Стефан, диакон Лаврентий;конец;15;Крит;Частное собрание;Сложные композиции;Многофигурное;None
3401;Усекновение главы Иоанна Предтечи;False;90,5 х 68 х 2,5;Мастер Ионических островов;Дерево, темпера;Святой Иоанн Предтеча;вторая половина;18;Греция;Музей Бенаки, Афины;Сложные композиции;Сюжетная композиция;Усекновение главы Иоанна Предтечи
3427;Царские врата;True;Створки 180 х 100 см, столбики 162 х 12,5 см, сень;Инок Исайя;Дерево, левкас, темпера, резьба;Богородица, архангел Гавриил, ап. Иоанн, ап. Лука, ап. Матфей, ап. Марк, ап. Прохор;1562 г.;16;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Сложные композиции;Многофигурное;Богоматерь (Благовещение), Василий Великий, Гавриил архангел, Григорий Богослов, Иоанн Богослов и Прохор, Лука евангелист, Марк евангелист, Матфей евангелист, Спаситель, апостолы (Причащение Апостолов), Спаситель, апостолы (Причащение Апостолов)
3455;Чудеса свт Николая Чудотворца;False;46 х 37 см;Иоаннис Москос;Дерево, левкас, темпера;Святитель Николай Чудотворец;1708 г.;18;Греция;Византийский и христианский музей, Афины;Сложные композиции;Многофигурное;None
3459;Чудо от пояса Пресвятой Богородицы;True;30,9 х 23 х 1,9;Эммануил Тзанес;Дерево, темпера;Богоматерь, царица Зоя, император Лев, клир;вторая половина;17;Греция;Музей Бенаки, Афины;Сложные композиции;Сюжетная композиция;None
3476;Явление Архангела Михаила Иисусу Навину;True;35,7 х 30,0 см;Палех;Дерево, левкас, темпера;Михаил, архангелИисус Навин;18 - 19 вв.;18;Россия;Частное собрание;Сложные композиции;Сюжетная композиция;None
3480;Знамение, с Акафистом и Чудом от иконы Знамение в Новгороде;False;35,4 х 30,6 х 3;Мастера И.В. и В.В. Белоусовы Палех;Дерево, темпера;Богоматерь, младенец;начало;20;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Поясное с клеймами;None
3481;Корсунская;False;26,8 х 18;Мастер К.А.Першин;Дерево, левкас, цировка;Богоматерь, младенец;начало;20;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Оглавное или оплечное;None
3482;Михаил архангел;False;31,2 х 26,5 х 3,2;Мастер М.П.Парилов. Палех;Дерево, темпера;Архангел Михаил;начало;20;Россия;Государственный Русский музей, Санкт-Петербург;Ангелы;Поясное;None
3483;Спас Вседержитель;False;35 х 31,1 х 2,8;Мастер А.Я.Тюлин;Дерево, темпера;Спаситель;начало;20;Россия;Государственный Русский музей, Санкт-Петербург;Спаситель;Поясное;None
3484;Владимирская;False;31 х 26 х 2,2;Мастер И.Е.Мумриков. Мстера;Дерево, темпера;Богоматерь, младенец;Последняя четверть;19;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Поясное;None
3491;Димитрий царевич и князь Роман Угличские;False;30 х 23 х 2,5;Мастер Прокопий Чириню Строгановская школа;Дерево, темпера;Святые царевич Димитрий, князь Роман Угличский, Богоматерь;первая четверть;17;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Ростовое;None
3492;Спас Нерукотворный, Не рыдай Мене Мати;False;36,4 х 30,4 х 2,3;Мастер Стефан Арефьев. Строгановская школа;Дерево, темпера;Спаситель, ангелы, избранные святые;16 - 17 вв. ;16;Россия;Государственный Русский музей, Санкт-Петербург;Спаситель;Оглавное или оплечное;None
3518;Святцы;False;69,5 х 57 х 2,5;"Романов-Борисоглебск (""романовские письма"")";Дерево, темпера;годовые святцы;18 - 19 вв.;18;Россия;Государственный Русский музей, Санкт-Петербург;Сложные композиции;Сюжеты в клеймах;None
3519;Ангел Хранитель, преподобная Анастасия Александрийская и святая царица Александра;False;23,9 х 19,5;Романов-Борисоглебск;Дерево, темпера, серебро, позолота, чеканка, гравировка;Спаситель, ангел, Анастасия Александрийская, святая царица Александра;Первая четверть;19;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Ростовое и многофигурное;None
3539;Гора Нерукосечная, Евхаристия;False;126 х 54 х 3;Мастер Александр Иванов Казанцев;Дерево, темпера;Богоматерь, младенец, ангелы;конец;17;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Тронное;None
3540;Владимирская;False;101 х 69 х 3,3;Мастер Симон Ушаков;Дерево, темпера;Богоматерь, младенец;третья четверть;17;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Поясное;None
3541;Феодор Трихина;False;76 х 61 х 3,5;Мастер Федор;Дерево, темпера;Феодор Трихина;вторая четверть;18;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Ростовое;None
3543;Преподобные Ефрем архимандрит новый чудотворец и ученик его Аркадий;False;34,2 х 29,4 х 2,5;Мастер Авдей Васильев Недецов;Дерево, темпера;Спаситель, святые Ефрем и Аркадий;конец;18;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Сюжетная композиция;None
3547;Георгий (Чудо Георгия о змие);False;31 х 26,5 х 2,2;Мастер Козьма Мазаев;Дерево, темпера;Святой Георгий, царица Александра;Вторая четверть;19;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Конное;None
3548;Князья Владимирские;False;33,6 х 27,9 х 2,6;Мастер Иван Афанасьев Росляков;Дерево, темпера;Святые князья Андрей, Всеволод, Александр Невский, Андрей Боголюбский, Авраамий;Начало;19;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Многофигурное;None
3549;Иоанн Богослов и Прохор;False;26,3 х 22 х 1,9;Мастер Иван Афанасьев Росляков;Дерево, темпера;Святые Иоанн Богослов и Прохор;Вторая четверть;19;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Сюжетная композиция;None
3577;Покрой нас кровом крилу Твоею;False;26 х 20,5;мастер Симеон;Дерево, грунт;Богоматерь, цари, святители, преподобные;вторая половина;18;Россия;Государственный Исторический музей, Москва;Богоматерь;Многофигурное;None
3580;Корсунская;False;72,5 х 63,6;Тимофей Петров;дерево, левкас, темпера;Богоматерь, младенец;вторая четверть;18;Россия;Государственный Исторический музей, Москва;Богоматерь;Оглавное или оплечное;None
3581;Владимирская;False;71,5 х 54;Старообрядческая мастерская;дерево, левкас, темпера;богоматерь, младенец;18 - 19 вв.;18;Россия;Государственный Исторический музей, Москва;Богоматерь;Поясное;None
3598;Троица Ветхозаветная;True;106,5 x 79.;Симон Ушаков, Никита Павловец. Москва, иконописная мастерская Оружейной палаты;Дерево, левкас, темпера;Ангелы;Конец;17;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Троица;Ростовое и сюжетная композиция;Ангел (Троица Ветхозаветная), Ангел (Троица Ветхозаветная), Ангел (Троица Ветхозаветная), Престол (Троица Ветхозаветная), Троица фрагмент, Троица фрагмент
3599;Богоматерь;True;15,3x13,5 (овал).;Сергей Фомин Бодягин. Москва, иконописная мастерская Оружейной палаты.;Дерево, левкас, темпера;Богоматерь;начало;18;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Богоматерь;Поясное;None
3600;Никола Чудотворец;True;79 x 105.;Федор Евтихисв Зубов. Москва, иконописная мастерская Оружейной палаты.;Дерево, левкас, темпера;Св.Николай;вторая Половина;17;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Святые;Поясное;Рука, Никола Чудотворец, лик
3603;Спас на престоле (с приподающим Симеоном, епископом Иерусалимским, и священномучеником Зиновием, епископом Егейским);False;161 х 123;Москва, иконописная мастерская Оружейной палаты;дерево, левкас, темпера;Спаситель, ангелы, Симеон, Зиновий;вторая Половина;17;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Спаситель;Тронное;None
3605;Троица Ветхозаветная (с хождением);True;142 х 123 х 3,5;Кирилл Уланов;Дерево, левкас, темпера, золочение, серебрение;Ангелы, Авраам, Сарра;Конец;17;Россия;Устюженский краеведческий музей;Троица;Сюжетная композиция;Святая Троица фрагмент, Святая Троица фрагмент, Ангел (Троица Ветхозаветная), Ангел (Троица Ветхозаветная), Ангел (Троица Ветхозаветная), Авраам, Троица фрагмент, Троица фрагмент, Святая Троица фрагмент, Святая Троица фрагмент, Святая Троица фрагмент, Авраам, Сара
3606;Спас на престоле, с припадающими Иоанном Предтечей и апостолом Петром;False;127 х 98,4 х 3;Кирилл Уланов;Дерево, левкас, темпера;Спаситель, Иоанн Предтеча, апостол Петр;вторая Половина;17;Россия;Устюженский краеведческий музей;Спаситель;Тронное;Иоанн Предтеча, Апостол Петр, Иоанн Предтеча, Иоанн Предтеча, Апостол Петр, Апостол Петр
3607;Боголюбская с предстоящими святыми;False;142 х 109 х 3,5;Кирилл Уланов;Дерево, левкас, темпера, золочение, серебрение;Богоматерь, Иоанн Милостивый, митрополиты Петр, Алексей, Иона, Филипп;Конец;17;Россия;Устюженский краеведческий музей;Богоматерь;Ростовое и многофигурное;Великомученник Меркурий, Святой Иоанн Милостивый, Богоматерь (Боголюбская)
3639;Коронование Богоматери;True;32,5 х 27;Егор Шергин;Дерево, темпера;Бог Отец, бог Сын, Святой дух, Богоматерь, херувимы;середина;18;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое и сюжетная композиция;None
3642;Спас Нерукотворный;True;43,8 х 34,5;Иван Семеновский;Дерево, темпера;Спаситель, Иоанн Предтеча, Димитрий Ростовский;Начало;19;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Спаситель;Оглавное или оплечное;None
3651;Гавриил и Довмонт Псковские, благоверные князья с образом Успения Богородицы;True;24,3 х 19,7;"Неизвестный мастер (клеймо ""М.И."")";Дерево, грунт, серебро, эмаль, чернь, чеканка, гравировка, канфарение, золочение;Всеволод ( в крещении Гавриил) и Довмонт ( в крещении Тимофей);Начало;19;Россия;Государственный Исторический музей, Москва;Святые;Многофигурное;Троица Ветхозаветная
3657;Евфросиния Суздальская;True;84,5 х 33,1;под началом Федора Зубова;дерево, левкас, темпера;Евфросиния Суздальская;конец;17;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
3658;Евфросиния Полоцкая;True;85,2 х 33,2;под началом Федора Зубова;дерево, левкас, темпера;Евфросиния Полоцкая;конец;17;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
3659;Феврония Муромская;True;88,7 х 34, 7;под началом Федора Зубова;дерево, левкас, темпера;Феврония Муромская;конец;17;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
3666;Киприан, Фотий и Филипп;False;31 х 27;Иоанн Дмитриевич Краузов;дерево, левкас, темпера;Святые Киприан, Фотий, Филипп;Конец;19;Россия;Государственный Исторический музей, Москва;Святые;Ростовое и многофигурное;Фотий
3678;Печерская с предстоящими преподобными Антонием и Феодосием;True;34,2 х 28;Алексей Андреев;дерево, левкас, темпера;Богоматерь с младенцем, святые Антоний и Феодосий Печерские;начало;18;Россия;Государственный Исторический музей, Москва;Богоматерь;Тронное;Преподобный Антоний
3688;Сергий Радонежский и Савва Сторожевский;True;32,4 х 16, 32 х 15,5;Кирилл (Корнилий) Уланов;дерево, левкас, темпера;Сергий радонежский, Савва Сторожевский;начало;18;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
3700;Спас в силах;False;210 х 141 х 3,3-3,7;Феофан Грек (?);Дерево, паволока, левкас, темпера яичная;Спаситель;1390 - 1399 гг.;14;Россия;Благовещенский собор Московского Кремля;Спаситель;Тронное;Спаситель (Спас в Силах)
3701;Гавриил архангел (из деисусного чина);False;210 х 117 х 3;Феофан Грек (?);Дерево, паволока, левкас, темпера яичная;Архангел Гавриил;последняя четверть;14;Россия;Благовещенский собор Московского Кремля;Ангелы;Ростовое;None
3702;Петр апостол (из деисусного чина);False;210 х 107 х 2,8;Мастерская Феофана Грека (?);Дерево, паволока, левкас, темпера яичная;Апостол Петр;последняя четверть;14;Россия;Благовещенский собор Московского Кремля;Святые;Ростовое;Петр апостол
3712;Василий Великий (из деисусного чина);False;210 х 98,5 х 3,5;Феофан Грек (?);Дерево, паволока, левкас, темпера яичная;Святитель Василий Великий;последняя четверть;14;Россия;Благовещенский собор Московского Кремля;Святые;Ростовое;Василий Великий
3713;Иоанн Златоуст (из деисусного чина);False;210 х 103 х 3;Феофан Грек (?);Дерево, темпера;Святитель Иоанн Златоуст;последняя четверть;14;Россия;Благовещенский собор Московского Кремля;Святые;Ростовое;Иоанн Златоуст
3715;Успение (на обороте Донская Богоматерь);False;86 × 67;Школа Феофана Грека;Дерево, темпера;Спаситель, Богородица, апостолы;1390 - 1399 гг.;14;Россия;Государственная Третьяковская галерея, Москва;Праздники;Многофигурное;Спаситель (Успение), Святитель и апостолы (Успение), Апостолы (Успение)
3721;Троица Ветхозаветная (Гостеприимство Авраама);True;168 × 144;Филатьев Тихон Иванов;Дерево, темпера;Ангелы;середина;14;Россия;"Государственный историко-культурный музей-заповедник ""Московский Кремль""";Троица;Сюжетная композиция;Ангел (Троица Ветхозаветная), Ангел (Троица Ветхозаветная), Престол (Троица Ветхозаветная)
3723;Рождество Христово;False;81.5 × 62.5;Школа или худ. центр: Русский Север;Дерево, темпера;Младенец Христос, Богородица, праведный Иосиф, служанки, ангелы, волхвы;первая половина;16;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Праздники;Сюжетная композиция;Волхвы (Рождество Христово), Омовение Младенца (Рождество Христово
3729;Серафим Саровский в молении на камне;False;35 х 25,8;Мастерская Серафимо-Дивеевского монастыря;Дерево, бумага, литография, масло, камни;Преподобный Серафим Саровский;Конец;19;Россия;Государственный Исторический музей, Москва;Святые;Сюжетная композиция;Серафим Саровский
3733;Рождество Христово;False;180 х 155;Северные письма;Дерево, темпера;Младенец Христос, Богородица, праведный Иосиф, служанка, ангелы, волхвы;вторая половина;16;Россия;Государственный Русский музей, Санкт-Петербург;Праздники;Сюжетная композиция;None
3744;Снятие с Креста;False;92 х 62;Школа или худ. центр: Русский Север;Дерево, темпера;Спаситель, Богородица, апостолы, праведный Иосиф, праведный Никодим, жены-мироносицы;конец;15;Россия;Государственная Третьяковская галерея, Москва;Страстной и Пасхальный циклы;Сюжетная композиция;None
3745;Положение во Гроб;False;90 х 63;Школа или худ. центр: Русский Север;Дерево, темпера;Спаситель, Богородица, Иоанн Богослов, праведный Иосиф, праведный Никодим, жены-мироносицы;конец;15;Россия;Государственная Третьяковская галерея, Москва;Страстной и Пасхальный циклы;Сюжетная композиция;None
3746;Воскресение Христово - Сошествие во ад;False;125 х 74;Школа или худ. центр: Вологда;Дерево, паволока, левкас, темпера;Спаситель, ангелы, Адам, Ева, Иоанн Предтеча, Давид, Соломон;конец;15;Россия;Государственный Русский музей, Санкт-Петербург;Страстной и Пасхальный циклы;Сюжетная композиция;Ангел (Воскресение Христово)
3748;Страшный Суд;True;162 х 115;Школа или худ. центр: Новгород;Дерево, левкас, темпера;Спаситель, Богородица, ангелы, пророки, апостолы, мученики, святители, преподобные, праведные, блаженные;третья четверть;15;Россия;Государственная Третьяковская галерея, Москва;Сложные композиции;Сюжетная композиция;None
3749;Благовещение;False;61 х 81;Школа или худ. центр: Москва;Дерево, темпера;Богородица, архангел Гавриил;начало;15;Россия;Благовещенский собор Московского Кремля;Праздники;Сюжетная композиция;Гавриил архангел (Благовещение), Богоматерь (Благовещение)
3752;Покров Богородицы;False;144 x 106 x 9;Ростово-Суздальская школа;Дерево, левкас, темпера;Богородица, Андрей юродивый, Роман Сладкопевец, святые, народ;последняя четверть;15;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Праздники;Сюжетная композиция;Андрей Юродивый и Епифаний (Покров)
3756;Собор Новгородских святых;True;10 х 8,5;Георгий Алексеев;дерево, левкас, темпера;Богоматерь с младенцем, святые;первая треть;18;Россия;Государственный Исторический музей, Москва;Святые;Многофигурное оплечное;Богоматерь с младенцем
3758;Димитрий Прилуцкий, в житии;True;139,5 х 111 х 3,1;Дионисий;Дерево, темпера;Димитрий Прилуцкий;около 1503 г.;16;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Поясное с клеймами;Встреча Димитрия Прилуцкого с Димитрием Донским, Встреча Димитрия с Сергием Радонежским, Основание монастыря в честь Николая Чудотворца, Поставление Димитрия в иереи, Успенский Горицкий монастырь. Пострижение, Оставление Авнеги из-за недовольства местных жителей, Основание Спасо-Прилуцкого монастыря на землях, переданных Ильёй Раковым и Исидором Выпрягом, Благословение брата на ведение торговых дел с язычниками, Предсказание смерти Димитрия Донского, Поставление Пахомия в игумены, Преставление Димитрия Прилуцкого, Исцеление у гробницы немого Иоанна, Преподобный Димитрий является, чтобы помочь в строительстве соборного храма, Исцеление у гробницы бесноватого Симеона, Ангел спасает гробницу Димитрия от разграбления вятчанами, Погребение Димитрия Прилуцкого, Димитрий Прилуцкий, Димитрий Прилуцкий, Димитрий Прилуцкий, Димитрий Прилуцкий, Димитрий Прилуцкий
3759;Никола Чудотворец;True;27 х 22 х 2.;Ростовский художник;Дерево, темпера, серебро, камни, басма, скань, эмаль;Святитель Николай Мирликийский;первая четверть;16;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Оглавное или оплечное;None
3760;Кирилл Белозерский;False;127 х 88;Школа или худ. центр: Тверь;Дерево, темпера;Преподобный Кирилл Белозерский;середина;16;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Поясное;None
3767;Шестоднев;True;63 х 46,8;Мастерская В.И.Хохлова;дерево, левкас, темпера;Спаситель, Богоматерь, Иоанн Предтеча, ангелы, апостолы;Начало;19;Россия;Государственный Исторический музей, Москва;Сложные композиции;Из клейм состоит;Василий и Максим блаженные, Прокопий и Иоанн Устюжские, Убиение царевича Димитрия
3769;Неопалимая Купина;False;32 х 26;Углич. Старообрядческая мастерская;дерево, темпера;Богоматерь, святые;начало;20;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное с клеймами;None
3772;Паисий Угличский, царевич Димитрий, князь Роман, Кассиан Учемский;False;32 х 28;Углич. Старообрядческая мастерская;дерево, темпера;Паисий Угличский, царевич Димитрий, князь Роман, Кассиан Учемский;Конец;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое и многофигурное;None
3774;Вход Господень в Иерусалим;False;55 х 52;Углич. Старообрядческая мастерская;дерево, темпера;Спаситель, апостолы;Первая половина;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;None
3775;Троица Ветхозаветная;False;55 х 52;Углич. Старообрядческая мастерская;дерево, темпера;Ангелы, Авраам, Сарра;Первая половина;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Троица;Сюжетная композиция;None
3776;Рождество Христово, со святыми на полях;False;40 х 32;Иоанн Ушаков;дерево, темпера;Богородица, Спаситель, Мария, Иосиф, святые;Начало;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;Рождество
3777;Паисий Угличский на фоне Покровского монастыря;False;98 х 64;Григорий Буренин;дерево, темпера;Богоматерь с младенцем,Паисий Угличский;Начало;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;Покровский монастырь
3778;"Георгий ( Чудо Георгия о змие) оборотная сторона иконы ""Спас Нерукотворный"")";False;60 х 54;Углич. Старообрядческая мастерская;дерево, темпера;Георгий;Начало;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Конное;None
3779;Спас Нерукотворный;False;60 х 54;Углич. Старообрядческая мастерская;дерево, темпера;Спаситель;Начало;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Спаситель;Оглавное или оплечное;None
3780;Димитрий царевич;False;122 х 108;Григорий Буренин;дерево, темпера;Димитрий царевич;Начало;19;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;None
3787;Честная глава Иоанна Предтечи;False;60 х 55;Иван Буренин;дерево, темпера;Пророк Иоанн Предтеча;середина;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Сложные композиции;Оглавное или оплечное;None
3816;Димитрий, царевич;False;156 х 72;Артель Федора Рожнова, школа патриарших иконописцев;дерево, темпера;Димитрий;начало;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;None
3817;Печерская;False;153 х 181;Артель Федора Рожнова, школа патриарших иконописцев;дерево, темпера;Богоматерь, святые Феодосий и Антоний;начало;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Тронное;None
3818;Христос Великий Архиерей;False;153 х 181;Артель Федора Рожнова, школа патриарших иконописцев;дерево, темпера;Спаситель, Богородица, Иоанн креститель,архангелы,;начало;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Спаситель;Тронное;None
3819;Вход Господень в Иерусалим;False;86 х 74;Артель Федора Рожнова, школа патриарших иконописцев;дерево, темпера;Спаситель, апостолы;начало;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;None
3820;Преображение;False;86 х 74;Артель Федора Рожнова, школа патриарших иконописцев;дерево, темпера;Спаситель, апостолы Петр, Иоанн, Иаков, пророки Илья и Моисей;начало;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;None
3821;Рождество Христово;False;86 х 74;Артель Федора Рожнова. Москва, школа патриарших иконописцев;дерево, темпера;Спаситель, Богородица, Иоанн Предтеча, праведный Иосиф, ангелы, волхвы;начало;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;None
3822;Благовещение;False;86 х 74;Артель Федора Рожнова. Москва, школа патриарших иконописцев;дерево, темпера;Богородица, архангел Гавриил;начало;18;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;None
